make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Lexus,ES 350,car,2009,GASOLINE,29,,Del Valle,TX,30.217694,-97.662136
Toyota,Sequoia,suv,2018,GASOLINE,79,,Austin,TX,30.281102,-97.742697
Toyota,Camry,car,2010,GASOLINE,29,,Del Valle,TX,30.217723,-97.662243
Toyota,Camry,car,2017,GASOLINE,42,,Cedar Park,TX,30.532589,-97.856023
BMW,X6,suv,2016,GASOLINE,89,,Austin,TX,30.285892,-97.7201
Maserati,Ghibli,car,2019,GASOLINE,230,,Austin,TX,30.409239,-97.700399
Lincoln,Navigator,suv,2016,GASOLINE,72,,Cedar Park,TX,30.472551,-97.826223
Acura,MDX,suv,2016,GASOLINE,79,,Austin,TX,30.312354,-97.753531
Chevrolet,Equinox,suv,2019,GASOLINE,39,,Austin,TX,30.172033,-97.695765
Honda,Accord Sedan,car,2019,GASOLINE,46,,Cedar Park,TX,30.531484,-97.856971
Tesla,Model 3,car,2018,ELECTRIC,100,,Austin,TX,30.181456,-97.771797
Honda,Ridgeline,truck,2014,GASOLINE,62,,Bastrop,TX,30.086958,-97.307824
Ford,F-150,truck,2014,GASOLINE,60,,Austin,TX,30.186546,-97.744319
Toyota,Highlander,suv,2019,GASOLINE,60,,Cedar Park,TX,30.532488,-97.857745
Mercedes-Benz,S-Class,car,2013,GASOLINE,120,,Round Rock,TX,30.508102,-97.597166
Tesla,Model 3,car,2020,ELECTRIC,99,,Austin,TX,30.195245,-97.811651
Tesla,Model X,suv,2018,ELECTRIC,475,,Round Rock,TX,30.491107,-97.633688
BMW,X5,suv,2012,GASOLINE,64,,Austin,TX,30.347655,-97.857329
Toyota,Prius,car,2009,HYBRID,29,,Del Valle,TX,30.216981,-97.662619
Mercedes-Benz,GL-Class,suv,2012,GASOLINE,79,,Austin,TX,30.169396,-97.958952
Chevrolet,Suburban,suv,2020,GASOLINE,110,,Cedar Park,TX,30.472156,-97.826193
FIAT,500,car,2012,GASOLINE,29,,Austin,TX,30.229183,-97.721469
Mercedes-Benz,Metris,minivan,2018,GASOLINE,99,,Austin,TX,30.16941,-97.958171
Jeep,Wrangler Unlimited,suv,2020,,110,,Austin,TX,30.253362,-97.765146
Audi,A6,car,2018,GASOLINE,90,,Austin,TX,30.465201,-97.793332
Dodge,Challenger,car,2015,GASOLINE,55,,Austin,TX,30.17203,-97.695454
Jeep,Wrangler,suv,2013,GASOLINE,65,,Austin,TX,30.260292,-97.901671
Hyundai,Genesis,car,2013,GASOLINE,45,,Austin,TX,30.202509,-97.807404
Lexus,GS 350,car,2013,GASOLINE,43,,Buda,TX,30.087434,-97.863212
Ford,Escape,suv,2015,GASOLINE,75,,Austin,TX,30.307788,-97.72113
Mitsubishi,Eclipse Cross,suv,2019,GASOLINE,31,,Liberty Hill,TX,30.699419,-97.863688
Jeep,Wrangler,suv,2020,GASOLINE,49,,Leander,TX,30.563945,-97.814958
Mercedes-benz,C-Class,car,2019,GASOLINE,175,,Austin,TX,30.24966,-97.85785
Nissan,Rogue,suv,2019,GASOLINE,65,,Austin,TX,30.210734,-97.667709
Chevrolet,Suburban,suv,2017,GASOLINE,150,,Waco,TX,31.536349,-97.204985
Chevrolet,Suburban,suv,2012,GASOLINE,58,,Cedar Park,TX,30.491969,-97.846945
Audi,E-Tron,suv,2019,ELECTRIC,369,,Austin,TX,30.254914,-97.865593
Infiniti,QX60,suv,2020,GASOLINE,55,,Austin,TX,30.202829,-97.771173
Honda,Pilot,suv,2019,GASOLINE,65,,Cedar Park,TX,30.471503,-97.825836
GMC,Yukon,suv,2012,GASOLINE,85,,Austin,TX,30.13717,-97.794814
Audi,A4,car,2016,GASOLINE,39,,Austin,TX,30.418945,-97.739133
Honda,Odyssey,minivan,2020,GASOLINE,65,,Cedar Park,TX,30.472093,-97.826111
Jeep,Wrangler,suv,2018,GASOLINE,99,,Dripping Springs,TX,30.241177,-98.046087
Hyundai,Santa Fe,suv,2013,GASOLINE,45,,Austin,TX,30.287585,-97.767067
Toyota,Supra,car,2020,GASOLINE,113,,Austin,TX,30.24954,-97.856581
Cadillac,CTS Coupe,car,2011,GASOLINE,90,,Austin,TX,30.398521,-97.723894
Toyota,Tacoma,truck,2018,GASOLINE,99,,Austin,TX,30.200222,-97.742816
GMC,Acadia,suv,2015,GASOLINE,65,,Austin,TX,30.402777,-97.660493
Toyota,Highlander,suv,2019,GASOLINE,69,,Austin,TX,30.281849,-97.742374
Toyota,Highlander,suv,2019,GASOLINE,69,,Austin,TX,30.281003,-97.743406
Jeep,Wrangler,suv,2017,GASOLINE,84,,Austin,TX,30.195673,-97.813254
Jeep,Wrangler,suv,2015,GASOLINE,85,,Austin,TX,30.179984,-97.840637
Audi,A5,car,2018,GASOLINE,89,,Pflugerville,TX,30.472611,-97.558001
Jeep,Wrangler,suv,2016,GASOLINE,88,,Austin,TX,30.178161,-97.695345
Lincoln,Navigator,suv,2015,GASOLINE,175,,Austin,TX,30.420267,-97.856875
Chevrolet,Tahoe,suv,2011,GASOLINE,90,,Austin,TX,30.204229,-97.806249
Lexus,NX 200t,suv,2015,GASOLINE,65,,Austin,TX,30.417177,-97.711455
Land Rover,Range Rover Sport,suv,2018,GASOLINE,149,,Austin,TX,30.271118,-97.758677
BMW,5 Series,car,2012,GASOLINE,150,,Austin,TX,30.190479,-97.792669
Subaru,Impreza,car,2012,GASOLINE,34,,Austin,TX,30.246411,-97.751444
Toyota,Camry,car,2020,GASOLINE,49,,Austin,TX,30.282543,-97.742769
Toyota,Camry,car,2017,GASOLINE,44,,Austin,TX,30.28122,-97.741169
Infiniti,QX60,suv,2020,GASOLINE,65,,Austin,TX,30.249553,-97.856495
Honda,Accord Sedan,car,2019,GASOLINE,42,,Austin,TX,30.249388,-97.856408
Toyota,Camry,car,2020,GASOLINE,42,,Austin,TX,30.202869,-97.77119
Honda,Civic Sedan,car,2019,GASOLINE,44,,Austin,TX,30.200141,-97.74275
Lexus,CT 200h,car,2015,HYBRID,62,,Austin,TX,30.150364,-97.719832
Hyundai,Sonata,car,2020,GASOLINE,30,,Lakeway,TX,30.34236,-97.969402
Toyota,Camry,car,2015,GASOLINE,32,,Cedar Park,TX,30.523382,-97.863155
MINI,Convertible,car,2018,GASOLINE,45,,Lakeway,TX,30.369053,-97.998365
Toyota,Prius,car,2013,HYBRID,36,,Austin,TX,30.245169,-97.752532
Subaru,Impreza,car,2009,GASOLINE,31,,Austin,TX,30.246203,-97.751169
Mazda,Mazda6,car,2019,GASOLINE,57,,Austin,TX,30.231489,-97.750083
Mazda,CX-5,suv,2014,GASOLINE,40,,Austin,TX,30.205999,-97.779891
Hyundai,Sonata,car,2015,GASOLINE,42,,Austin,TX,30.404873,-97.713525
Toyota,Sienna,minivan,2012,GASOLINE,49,,Austin,TX,30.422903,-97.784639
MINI,Hardtop 2 Door,car,2017,GASOLINE,49,,Austin,TX,30.247572,-97.775373
Hyundai,Elantra,car,2017,GASOLINE,52,,Kyle,TX,29.989504,-97.859886
Infiniti,Q50,car,2019,GASOLINE,45,,Austin,TX,30.249627,-97.8567
Lexus,RX 350,suv,2014,GASOLINE,38,,Austin,TX,30.349875,-97.733228
Nissan,Sentra,car,2015,GASOLINE,52,,Kyle,TX,29.990309,-97.858799
Honda,HR-V,suv,2019,GASOLINE,30,,Cedar Park,TX,30.49195,-97.847827
Honda,Civic,car,2016,GASOLINE,33,,Austin,TX,30.420111,-97.844791
Kia,Rio,car,2019,GASOLINE,52,,Kyle,TX,29.990009,-97.859521
Nissan,Sentra,car,2018,GASOLINE,36,,Austin,TX,30.405372,-97.713717
Nissan,Frontier,truck,2015,GASOLINE,31,,Austin,TX,30.178514,-97.694673
Ford,F-150,truck,2014,GASOLINE,35,,Austin,TX,30.399357,-97.748054
Volvo,S40,car,2011,GASOLINE,32,,Austin,TX,30.292881,-97.719245
Kia,Optima Hybrid,car,2018,HYBRID,35,,Round Rock,TX,30.566959,-97.662537
Lexus,ES 330,car,2006,GASOLINE,29,,Austin,TX,30.348924,-97.733856
Toyota,Corolla,car,2018,GASOLINE,30,,Austin,TX,30.422856,-97.78499
Toyota,Camry,car,2009,GASOLINE,37,,Austin,TX,30.179241,-97.695907
Toyota,Prius,car,2015,HYBRID,30,,Austin,TX,30.348408,-97.734595
Toyota,Corolla,car,2017,GASOLINE,30,,Austin,TX,30.419914,-97.844798
Toyota,Prius c,car,2012,HYBRID,27,,Austin,TX,30.349486,-97.73431
Volkswagen,Jetta,car,2013,GASOLINE,31,,Austin,TX,30.179585,-97.695114
Toyota,Prius c,car,2015,HYBRID,29,,Austin,TX,30.180342,-97.839816
Honda,Civic,car,2014,GASOLINE,28,,Austin,TX,30.178611,-97.839696
Toyota,Camry,car,2011,GASOLINE,27,,Austin,TX,30.349981,-97.734548
Toyota,RAV4,suv,2011,GASOLINE,28,,Austin,TX,30.349692,-97.734379
Toyota,RAV4,suv,2012,GASOLINE,26,,Austin,TX,30.357025,-97.738954
Honda,Fit,car,2011,GASOLINE,25,,Austin,TX,30.179349,-97.840803
Toyota,Corolla,car,2007,GASOLINE,22,,Austin,TX,30.350075,-97.735239
Honda,Fit,car,2008,GASOLINE,24,,Austin,TX,30.18031,-97.839644
Toyota,Corolla,car,2006,GASOLINE,24,,Austin,TX,30.423899,-97.78437
Ford,Mustang,car,2019,GASOLINE,99,,Arden,NC,35.463829,-82.515904
Tesla,Model S,car,2014,ELECTRIC,229,,Barnardsville,NC,35.756719,-82.427241
Kia,Niro,suv,2017,HYBRID,42,,Asheville,NC,35.594666,-82.55156
Dodge,Grand Caravan,minivan,2017,GASOLINE,57,,Asheville,NC,35.554502,-82.539058
Jeep,Cherokee,suv,2017,GASOLINE,68,,Black Mountain,NC,35.617781,-82.317852
Jeep,Wrangler,suv,2018,GASOLINE,99,,Arden,NC,35.464409,-82.515226
Ford,Transit Wagon,van,2018,GASOLINE,80,,Arden,NC,35.444503,-82.535821
Polaris,Slingshot,car,2020,GASOLINE,229,,Whittier,NC,35.410798,-83.325849
Ford,mustang,car,1968,GASOLINE,300,,Asheville,NC,35.484145,-82.550781
Chevrolet,Colorado,truck,2015,GASOLINE,65,,Columbus,NC,35.253765,-82.210053
Ford,Shelby AC Cobra,car,1965,GASOLINE,450,,Asheville,NC,35.485123,-82.552384
Rolls Royce,Silver Shadow,car,1976,,700,,Asheville,NC,35.614506,-82.648556
Lexus,RX 350,suv,2010,GASOLINE,64,,Bristol,CT,41.709025,-72.903524
Chevrolet,Corvette Stingray,car,2014,GASOLINE,152,,Windsor,CT,41.838655,-72.663271
Tesla,Model 3,car,2018,ELECTRIC,199,,Vernon,CT,41.824487,-72.485476
Audi,A5,car,2018,GASOLINE,150,,Springfield,MA,42.09985,-72.58714
Mercedes-Benz,E-Class,car,2011,GASOLINE,69,,Glastonbury,CT,41.716968,-72.572893
Toyota,Tundra,truck,2015,GASOLINE,99,,Vernon,CT,41.824804,-72.488751
Toyota,Prius v,car,2015,HYBRID,59,,Glastonbury,CT,41.716399,-72.57139
Jaguar,XE,car,2018,GASOLINE,90,,Wallingford,CT,41.458095,-72.80772
Toyota,Prius,car,2010,HYBRID,34,,Vernon,CT,41.824915,-72.483897
Lamborghini,Gallardo,car,2007,GASOLINE,999,,Cromwell,CT,41.620066,-72.689211
Toyota,Prius,car,2010,HYBRID,31,,Vernon,CT,41.827142,-72.485049
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,78,,Windsor,CT,41.838764,-72.663227
Hyundai,Sonata,car,2017,GASOLINE,49,,New Britain,CT,41.682342,-72.772482
Land Rover,Range Rover,suv,2019,GASOLINE,400,,Wallingford,CT,41.458393,-72.808329
Volkswagen,CC,car,2013,GASOLINE,47,,New Britain,CT,41.681576,-72.772868
Nissan,Frontier,truck,2017,GASOLINE,62,,Bristol,CT,41.667221,-72.922122
Lexus,RX 350,suv,2017,GASOLINE,142,,East Hartford,CT,41.771083,-72.612939
Mercedes-Benz,C-Class,car,2014,GASOLINE,127,,New Britain,CT,41.689327,-72.789604
Toyota,Prius,car,2015,HYBRID,42,,Windsor,CT,41.838835,-72.663079
Mitsubishi,Outlander,suv,2020,GASOLINE,42,,Farmington,CT,41.735842,-72.799885
Toyota,Sienna,minivan,2017,GASOLINE,90,,North Haven,CT,41.382943,-72.882417
Ford,Fiesta,car,2018,GASOLINE,32,,Farmington,CT,41.731912,-72.790824
Toyota,Sienna,minivan,2011,GASOLINE,99,,Cromwell,CT,41.619969,-72.69011
Honda,Accord,car,2011,GASOLINE,36,,Windsor,CT,41.839168,-72.662798
Honda,Civic,car,2009,GASOLINE,39,,Seattle,WA,47.620862,-122.320774
Toyota,Corolla,car,2009,GASOLINE,34,,Seattle,WA,47.658837,-122.291019
Hyundai,Accent,car,2019,GASOLINE,39,,Seattle,WA,47.661827,-122.280632
Hyundai,Accent,car,2019,GASOLINE,39,,Seattle,WA,47.660728,-122.280633
Mazda,CX-9,suv,2013,GASOLINE,65,,Issaquah,WA,47.553276,-122.076813
Toyota,Yaris,car,2009,GASOLINE,24,,Seattle,WA,47.669831,-122.297082
Toyota,Prius,car,2015,HYBRID,80,,Edmonds,WA,47.786088,-122.343606
Ford,Fusion,car,2018,GASOLINE,45,,Kent,WA,47.377536,-122.203713
Honda,Odyssey,minivan,2007,GASOLINE,49,,Kent,WA,47.366652,-122.16764
Toyota,Sienna,minivan,2009,GASOLINE,45,,Kent,WA,47.367706,-122.166928
Hyundai,Santa Fe,suv,2014,GASOLINE,48,,Olympia,WA,46.998002,-122.868605
Volkswagen,Jetta,car,2008,GASOLINE,34,,Redmond,WA,47.671865,-122.128354
Ford,Focus,car,2014,GASOLINE,34,,Kirkland,WA,47.698706,-122.188845
Toyota,Prius,car,2010,HYBRID,28,,Bothell,WA,47.801104,-122.184823
BMW,5 Series,car,2012,GASOLINE,95,,Bangor,ME,44.8063,-68.823637
BMW,3 Series,car,2016,GASOLINE,74,,Irondale,AL,33.547441,-86.68042
Chevrolet,Cruze,car,2019,GASOLINE,41,,Irondale,AL,33.546859,-86.682149
Ford,C-Max Hybrid,car,2017,HYBRID,55,,Birmingham,AL,33.654985,-86.723972
Honda,Civic,car,2015,GASOLINE,45,,Hoover,AL,33.354619,-86.791406
Chevrolet,Equinox,suv,2018,GASOLINE,40,,Irondale,AL,33.54653,-86.68188
Honda,Odyssey,minivan,2019,GASOLINE,130,,Oxford,AL,33.612678,-85.793056
BMW,I8,car,2019,HYBRID,695,,Oxford,AL,33.610918,-85.793941
Lexus,RX 350,suv,2008,GASOLINE,43,,Vestavia Hills,AL,33.417817,-86.810919
Toyota,Corolla,car,2020,GASOLINE,46,,Oxford,AL,33.612044,-85.792954
Volvo,XC60,suv,2010,GASOLINE,74,,Billings,MT,45.8044,-108.538753
Chevrolet,Cruze,car,2017,GASOLINE,32,,Nashville,TN,36.144821,-86.66795
Chrysler,200,car,2013,GASOLINE,29,,Nashville,TN,36.144524,-86.667723
Chevrolet,Sonic,car,2013,GASOLINE,29,,Nashville,TN,36.143758,-86.667644
Nissan,Versa,car,2012,GASOLINE,29,,Nashville,TN,36.144093,-86.667442
Toyota,Camry,car,2017,GASOLINE,35,,Nashville,TN,36.102231,-86.646142
Pontiac,Solstice,car,2007,GASOLINE,40,,Nashville,TN,36.144329,-86.668383
BMW,3 Series,car,2015,GASOLINE,49,,Nashville,TN,36.126768,-86.677633
Hyundai,Tucson,suv,2016,GASOLINE,39,,goodlettsville,TN,36.290552,-86.738067
Buick,Regal Sportback,car,2018,GASOLINE,67,,Dickson,TN,36.065433,-87.374068
Ram,1500,truck,2017,GASOLINE,54,,goodlettsville,TN,36.291842,-86.737076
Land Rover,Range Rover,suv,2015,GASOLINE,194,,Nashville,TN,36.0157,-86.710746
Chevrolet,Camaro,car,2019,GASOLINE,69,,Nashville,TN,36.084671,-86.643423
Tesla,Model S,car,2017,ELECTRIC,198,,Brentwood,TN,36.024603,-86.787945
Ford,Mustang,car,2018,GASOLINE,59,,La Vergne,TN,36.024932,-86.583241
Tesla,Model 3,car,2019,ELECTRIC,109,,Nashville,TN,36.154764,-86.775611
Ford,Mustang,car,2018,GASOLINE,69,,Nashville,TN,36.084772,-86.64302
BMW,M3,car,2011,GASOLINE,115,,Nashville,TN,36.128283,-86.749793
Mazda,Mazda3,car,2019,GASOLINE,36,,Spring Hill,TN,35.738392,-86.893133
Tesla,Model 3,car,2018,ELECTRIC,172,,Nashville,TN,36.259843,-86.738015
Ford,Mustang,car,2018,GASOLINE,79,,Nashville,TN,36.083487,-86.643043
Lexus,GX 460,suv,2018,GASOLINE,94,,Brentwood,TN,36.034244,-86.747107
BMW,X5,suv,2015,GASOLINE,90,,Brentwood,TN,36.03473,-86.747089
Ford,Mustang,car,2019,GASOLINE,55,,Nashville,TN,36.025006,-86.712243
BMW,2 Series,car,2016,GASOLINE,79,,Nashville,TN,36.161301,-86.876438
Tesla,Model S,car,2017,ELECTRIC,153,,Hendersonville,TN,36.289546,-86.576018
Nissan,Quest,minivan,2016,GASOLINE,59,,Murfreesboro,TN,35.82258,-86.457155
Tesla,Model 3,car,2018,ELECTRIC,99,,Murfreesboro,TN,35.755943,-86.407879
Chevrolet,Camaro,car,2014,GASOLINE,55,,Nashville,TN,36.085259,-86.644044
Tesla,Model Y,suv,2020,ELECTRIC,154,,Brentwood,TN,36.025164,-86.788805
Ford,Explorer,suv,2013,GASOLINE,89,,Nashville,TN,36.152289,-86.693406
Toyota,Highlander,suv,2011,GASOLINE,46,,Nashville,TN,36.090934,-86.817172
Kia,Forte,car,2015,GASOLINE,52,,Brentwood,TN,35.963253,-86.818387
Toyota,4Runner,suv,2010,GASOLINE,89,,Spring Hill,TN,35.708165,-86.893002
Chevrolet,Express,van,2015,GASOLINE,72,,Nashville,TN,36.254321,-86.72618
Volkswagen,Tiguan,suv,2016,GASOLINE,49,,Nashville,TN,36.084965,-86.644124
Jeep,Compass,suv,2020,GASOLINE,50,,Murfreesboro,TN,35.816025,-86.347118
Chevrolet,Cruze,car,2014,GASOLINE,52,,Brentwood,TN,35.962453,-86.817485
Jaguar,F-TYPE,car,2018,GASOLINE,215,,Brentwood,TN,36.04281,-86.767805
BMW,3 Series,car,2016,GASOLINE,80,,nashville,TN,36.124308,-86.757218
BMW,X5,suv,2012,DIESEL,75,,Nashville,TN,36.111119,-86.786059
Volkswagen,Golf GTI,car,2020,GASOLINE,56,,Mount Juliet,TN,36.22617,-86.501378
Nissan,Altima,car,2017,GASOLINE,42,,Murfreesboro,TN,35.725201,-86.417905
Mercedes-Benz,GLC-Class,suv,2018,GASOLINE,99,,Nashville,TN,36.157319,-86.766197
Cadillac,CT6,car,2016,GASOLINE,184,,Nashville,TN,36.12137,-86.626755
Chevrolet,Silverado 1500,truck,2019,GASOLINE,68,,Nashville,TN,36.152335,-86.794133
BMW,3 Series,car,2015,GASOLINE,75,,Nashville,TN,36.111307,-86.786937
Jeep,Wrangler JK,suv,2018,GASOLINE,119,,Brentwood,TN,36.024077,-86.748143
Tesla,Model S,car,2015,ELECTRIC,140,,Nashville,TN,36.140738,-86.763659
Audi,A4,car,2018,GASOLINE,85,,Nashville,TN,36.18226,-86.749635
Audi,Q5,suv,2012,GASOLINE,75,,Nashville,TN,36.181061,-86.794194
Nissan,Maxima,car,2011,GASOLINE,43,,Nashville,TN,36.221891,-86.801671
Ford,Explorer,suv,2018,GASOLINE,65,,Nashville,TN,36.153115,-86.793428
BMW,3 Series,car,2011,GASOLINE,69,,Nashville,TN,36.172786,-86.600788
Nissan,Altima,car,2016,GASOLINE,39,,Nashville,TN,36.15822,-86.863729
Nissan,Sentra,car,2019,GASOLINE,35,,La Vergne,TN,36.026071,-86.583121
Nissan,Altima,car,2013,GASOLINE,52,,Nashville,TN,36.258973,-86.738503
Infiniti,Q50,car,2014,GASOLINE,65,,Nashville,TN,36.066476,-86.592047
Polaris,Slingshot,car,2017,GASOLINE,204,,Mount Juliet,TN,36.153175,-86.503695
BMW,i3,car,2017,ELECTRIC,60,,Nashville,TN,36.206111,-86.68997
Nissan,Maxima,car,2017,GASOLINE,58,,Nolensville,TN,35.952885,-86.698644
Hyundai,Elantra,car,2020,GASOLINE,40,,Nashville,TN,36.049018,-86.705647
Dodge,Challenger,car,2017,GASOLINE,70,,Murfreesboro,TN,35.890777,-86.478771
Mazda,MX-5 Miata RF,car,2017,GASOLINE,111,,Nashville,TN,36.018439,-86.657559
Lexus,IS 250 C,car,2010,GASOLINE,99,,Nashville,TN,36.191335,-86.812505
Porsche,Cayman,car,2016,GASOLINE,750,,Nashville,TN,36.109093,-86.708792
Jeep,Wrangler,suv,2011,GASOLINE,79,,Brentwood,TN,35.988259,-86.819378
Chevrolet,Spark,car,2020,GASOLINE,28,,Nashville,TN,36.252587,-86.725395
Chevrolet,Spark,car,2020,GASOLINE,30,,Nashville,TN,36.252942,-86.726215
Nissan,Altima,car,2019,GASOLINE,65,,Nashville,TN,36.152299,-86.7949
Toyota,Camry,car,2019,GASOLINE,64,,Nashville,TN,36.152748,-86.794126
Toyota,Camry,car,2012,GASOLINE,35,,Nashville,TN,36.150386,-86.833733
Ford,Explorer,suv,2018,GASOLINE,95,,Brentwood,TN,35.976307,-86.778477
Nissan,Sentra,car,2019,GASOLINE,55,,White House,TN,36.469712,-86.672079
BMW,3 Series,car,2017,GASOLINE,70,,Brentwood,TN,35.976079,-86.777156
Honda,Civic,car,2016,GASOLINE,40,,Nashville,TN,36.14532,-86.816072
Ford,Explorer,suv,2016,GASOLINE,75,,Madisonville,KY,37.317307,-87.472873
Mazda,3,car,2011,GASOLINE,32,,Murfreesboro,TN,35.75606,-86.407782
Kia,Forte,car,2018,GASOLINE,60,,Clarksville,TN,36.582785,-87.397139
Subaru,Impreza,car,2017,GASOLINE,39,,Hendersonville,TN,36.316099,-86.561481
smart,fortwo,car,2012,GASOLINE,27,,Boise,ID,43.622475,-116.251316
FIAT,500,car,2013,GASOLINE,26,,Boise,ID,43.57117,-116.297417
Kia,Optima,car,2019,GASOLINE,37,,Meridian,ID,43.631187,-116.3573
Kia,Optima,car,2019,GASOLINE,37,,Meridian,ID,43.629491,-116.355908
Maserati,Ghibli,car,2016,GASOLINE,175,,Boise,ID,43.594424,-116.185931
Chevrolet,Camaro,car,2015,GASOLINE,65,,Meridian,ID,43.630482,-116.357453
Ford,Fusion,car,2014,HYBRID,34,,Caldwell,ID,43.607373,-116.675169
Dodge,Grand Caravan,minivan,2013,GASOLINE,45,,Boise,ID,43.55967,-116.285246
Audi,Q7,suv,2017,GASOLINE,125,,Boise,ID,43.62788,-116.202069
BMW,3 Series,car,2011,GASOLINE,45,,Boise,ID,43.60851,-116.192855
Mercedes-Benz,E-Class,car,2017,GASOLINE,99,,Meridian,ID,43.632426,-116.35062
Chevrolet,Cruze,car,2013,GASOLINE,30,,Boise,ID,43.544519,-116.306424
Volvo,S60,car,2015,GASOLINE,52,,Boise,ID,43.565004,-116.172114
Chevrolet,Camaro,car,2010,GASOLINE,56,,Meridian,ID,43.624472,-116.411493
Alfa Romeo,Stelvio,suv,2018,GASOLINE,101,,Meridian,ID,43.61086,-116.39175
Toyota,4Runner,suv,2018,GASOLINE,80,,Orem,UT,40.313308,-111.724429
Chevrolet,Silverado 1500,truck,2018,GASOLINE,82,,Meridian,ID,43.624991,-116.409911
Polaris,Slingshot,car,2016,GASOLINE,129,,Pocatello,ID,42.877013,-112.424296
Volkswagen,Jetta,car,2013,GASOLINE,31,,Boise,ID,43.644158,-116.284799
Jeep,Wrangler,suv,2015,GASOLINE,70,,Boise,ID,43.583208,-116.195895
Volkswagen,Jetta,car,2011,GASOLINE,34,,Boise,ID,43.644795,-116.285061
Chevrolet,Bolt EV,car,2019,ELECTRIC,48,,Boise,ID,43.559954,-116.287201
Mercedes-Benz,Sprinter,van,2015,DIESEL,136,,Boise,ID,43.719967,-116.240829
BMW,5 Series,car,2011,GASOLINE,125,,Meridian,ID,43.574509,-116.391174
Chevrolet,Malibu,car,2018,GASOLINE,39,,Meridian,ID,43.575079,-116.390616
Ford,Fusion,car,2015,GASOLINE,38,,Meridian,ID,43.574573,-116.391179
Toyota,Yaris,car,2007,GASOLINE,25,,Boise,ID,43.582494,-116.195148
Toyota,Yaris,car,2014,GASOLINE,44,,Linthicum Heights,MD,39.192878,-76.683941
Honda,Accord,car,2015,GASOLINE,52,,Linthicum Heights,MD,39.192428,-76.683691
Ford,Mustang,car,2019,GASOLINE,88,,Glen Burnie,MD,39.198595,-76.604576
Tesla,Model S,car,2013,ELECTRIC,119,,Ellicott City,MD,39.226112,-76.79005
Volvo,XC60,suv,2019,GASOLINE,74,,Baltimore,MD,39.176847,-76.668067
Ford,Ranger,truck,2019,GASOLINE,54,,Columbia,MD,39.177029,-76.865631
Tesla,Model 3,car,2018,ELECTRIC,90,,Ijamsville,MD,39.396387,-77.313446
BMW,X5,suv,2016,GASOLINE,110,,Baltimore,MD,39.33888,-76.570176
Volkswagen,Jetta,car,2020,GASOLINE,34,,Glen Burnie,MD,39.169551,-76.645208
Tesla,Model 3,car,2018,ELECTRIC,161,,Severn,MD,39.136655,-76.706584
Tesla,Model 3,car,2019,ELECTRIC,168,,Baltimore,MD,39.36925,-76.682073
Volkswagen,Golf,car,2015,DIESEL,42,,Glen Burnie,MD,39.168492,-76.644353
Jeep,Wrangler,suv,2018,GASOLINE,95,,Glen Burnie,MD,39.152788,-76.632675
Toyota,4Runner,suv,2020,GASOLINE,70,,Baltimore,MD,39.328614,-76.614688
Volkswagen,Touareg,suv,2012,DIESEL,63,,Pasadena,MD,39.154014,-76.478516
Lexus,RX 350,suv,2017,GASOLINE,45,,Elkridge,MD,39.185202,-76.7887
Dodge,Challenger,car,2018,GASOLINE,93,,Milford Mill,MD,39.342671,-76.747798
Tesla,Model 3,car,2018,ELECTRIC,125,,Pasadena,MD,39.142418,-76.561464
Ford,Mustang,car,2017,GASOLINE,76,,Baltimore,MD,39.367249,-76.553452
BMW,X5 M,suv,2016,GASOLINE,200,,Baltimore,MD,39.280062,-76.597066
Kia,Soul,car,2015,GASOLINE,35,,Baltimore,MD,39.343114,-76.556993
Tesla,Model 3,car,2018,ELECTRIC,139,,Baltimore,MD,39.291726,-76.516341
Mercedes-Benz,CLA-Class,car,2014,GASOLINE,90,,Randallstown,MD,39.382923,-76.788777
Jeep,Grand Cherokee,suv,2018,GASOLINE,65,,Frederick,MD,39.396258,-77.313871
Mazda,3,car,2016,GASOLINE,42,,Baltimore,MD,39.285027,-76.571238
BMW,3 Series,car,2016,GASOLINE,75,,Belcamp,MD,39.478095,-76.253937
Mitsubishi,Outlander,suv,2018,GASOLINE,65,,Baltimore,MD,39.280046,-76.700348
Toyota,Prius,car,2016,HYBRID,54,,Washington,DC,38.928121,-77.043465
Tesla,Model 3,car,2020,ELECTRIC,75,,Fort Meade,MD,39.113016,-76.72758
Volkswagen,Passat,car,2014,DIESEL,60,,Fort Meade,MD,39.11192,-76.728313
Land Rover,Range Rover Velar,suv,2019,,221,,Reisterstown,MD,39.43631,-76.830519
Chevrolet,Impala,car,2018,GASOLINE,44,,Pikesville,MD,39.379486,-76.730972
Volkswagen,Jetta,car,2014,DIESEL,60,,Fort Meade,MD,39.120473,-76.740102
Hyundai,Sonata,car,2016,GASOLINE,46,,Odenton,MD,39.083644,-76.691181
BMW,3 Series Gran Turismo,car,2016,GASOLINE,83,,Baltimore,MD,39.283874,-76.629093
Hyundai,Sonata,car,2016,GASOLINE,40,,Baltimore,MD,39.283408,-76.628862
Chevrolet,Camaro,car,2017,GASOLINE,84,,Baltimore,MD,39.293503,-76.516659
Toyota,Highlander,suv,2015,GASOLINE,150,,Randallstown,MD,39.377968,-76.790613
